0.925
1	6557.99
2	6557.99
3	6557.99
4	6557.99
5	6557.99
6	6557.99
7	6557.99
8	6557.99
9	6557.99
10	6557.99
11	6557.99
12	6557.99
13	6557.99
14	6557.99
15	6557.99
16	6548.04
17	6522.59
18	6517.84
19	6517.84
20	6483.41
21	6483.41
22	6475.77
23	6475.77
24	6475.77
25	6463.7
26	6463.7
27	6448.06
28	6448.06
29	6390.88
30	6390.88
31	6390.88
32	6390.88
33	6390.88
34	6390.88
35	6390.88
36	6390.88
37	6390.88
38	6390.88
39	6390.88
40	6384.4
41	6367.1
42	6325.77
43	6325.77
44	6325.77
45	6325.77
46	6325.77
47	6325.77
48	6325.77
49	6325.77
50	6325.77
51	6267.99
52	6267.99
53	6267.99
54	6267.99
55	6267.99
56	6267.99
57	6267.99
58	6267.99
59	6267.99
60	6267.99
61	6267.99
62	6267.99
63	6267.99
64	6259.58
65	6259.58
66	6259.58
67	6259.58
68	6258.58
69	6258.58
70	6258.58
71	6258.57
72	6251.65
73	6246.49
74	6246.49
75	6240.4
76	6240.4
77	6240.4
78	6240.4
79	6240.4
80	6239.87
81	6239.87
82	6237.83
83	6236.13
84	6221.82
85	6221.82
86	6221.82
87	6221.82
88	6221.82
89	6221.82
90	6221.82
91	6221.82
92	6221.82
93	6220.71
94	6220.71
95	6220.71
96	6218.32
97	6218.32
98	6216.46
99	6216.46
100	6216.46
6216.46


1	6575.13
2	6575.13
3	6575.13
4	6575.13
5	6514.61
6	6514.61
7	6514.61
8	6485.07
9	6485.07
10	6485.07
11	6485.07
12	6485.07
13	6462.38
14	6462.38
15	6462.38
16	6462.38
17	6462.38
18	6462.38
19	6462.38
20	6462.38
21	6459.76
22	6430.01
23	6428.57
24	6428.57
25	6428.57
26	6419.73
27	6419.73
28	6399.68
29	6399.68
30	6399.68
31	6392.32
32	6392.32
33	6372.33
34	6353.99
35	6353.99
36	6353.99
37	6353.99
38	6353.99
39	6353.99
40	6325.28
41	6325.28
42	6325.28
43	6325.28
44	6325.28
45	6325.28
46	6325.28
47	6306.71
48	6298.89
49	6298.89
50	6298.89
51	6291.82
52	6291.82
53	6291.82
54	6291.82
55	6284.4
56	6284.4
57	6284.4
58	6284.4
59	6277.86
60	6277.86
61	6262.64
62	6256.47
63	6256.47
64	6253.18
65	6240.8
66	6240.8
67	6240.8
68	6240.8
69	6240.8
70	6240.46
71	6240.46
72	6238.46
73	6234.39
74	6233
75	6233
76	6227.87
77	6227.87
78	6227.87
79	6227.87
80	6227.87
81	6227.87
82	6227.87
83	6227.87
84	6224.03
85	6224.03
86	6220.02
87	6220.02
88	6220.02
89	6220.02
90	6220.02
91	6218.6
92	6218.6
93	6217.43
94	6215
95	6215
96	6215
97	6215
98	6214.26
99	6213.79
100	6212.94
6212.94


1	6495.81
2	6495.81
3	6495.81
4	6495.81
5	6495.81
6	6495.81
7	6495.81
8	6481.6
9	6481.6
10	6481.6
11	6481.6
12	6481.6
13	6481.6
14	6481.6
15	6481.6
16	6470.77
17	6470.77
18	6465.69
19	6465.69
20	6465.69
21	6453.61
22	6438.28
23	6438.28
24	6396.56
25	6396.56
26	6395.9
27	6395.9
28	6395.9
29	6395.9
30	6389.24
31	6389.24
32	6389.24
33	6383.53
34	6383.53
35	6383.53
36	6361.49
37	6361.49
38	6359.54
39	6350.5
40	6346.41
41	6346.41
42	6339.67
