iteration	particle_num	MCS_value	fitness_value	original_fitness_value
0	206	0.992	25573.3	25573.3
0	207	0.998	25550.8	25550.8
0	208	0.999	25649	25649
0	209	0.997	25722.8	25722.8
0	210	1	25462.3	25462.3
0	211	0.99	25473.3	25473.3
0	212	0.998	25560.9	25560.9
0	213	0.994	25445.2	25445.2
0	214	0.996	25544.6	25544.6
0	215	0.994	25509.7	25509.7
0	216	0.998	25523.7	25523.7
0	217	1	25692	25692
0	218	0.993	25598.6	25598.6
0	219	1	25609.4	25609.4
0	220	0.997	25728.3	25728.3
0	221	0.999	25514.1	25514.1
0	222	0.995	25454.8	25454.8
0	223	1	25683.2	25683.2
0	224	0.997	25517.4	25517.4
0	225	0.993	25420.2	25420.2
0	226	0.998	25889.2	25889.2
0	227	0.989	25536.6	25536.6
0	228	0.993	25404.7	25404.7
0	229	0.997	25550.8	25550.8
0	230	1	25728.7	25728.7
0	231	0.995	25414.8	25414.8
0	232	0.995	25711.9	25711.9
0	233	0.999	25774.1	25774.1
0	234	0.995	25698.5	25698.5
0	235	0.999	25400.2	25400.2
0	236	0.998	25423.2	25423.2
0	237	1	25378.6	25378.6
0	238	0.998	25496	25496
0	239	0.998	25571.7	25571.7
0	240	0.998	25583	25583
0	241	0.998	25606.9	25606.9
0	242	0.999	25509.1	25509.1
0	243	0.998	25539.3	25539.3
0	244	0.995	25423.3	25423.3
0	245	0.995	25459.8	25459.8
0	246	1	25275.6	25275.6
0	247	0.995	25680	25680
0	248	0.998	25445.6	25445.6
0	249	0.995	25372.2	25372.2
0	250	0.995	25485.3	25485.3
0	251	1	25542.8	25542.8
0	252	0.999	25705.4	25705.4
0	253	0.998	25451.1	25451.1
0	254	0.999	25598.1	25598.1
0	255	0.998	25585.5	25585.5
0	256	0.994	25455.1	25455.1
0	257	0.993	25719.8	25719.8
0	258	0.992	25620	25620
0	259	1	25687.2	25687.2
0	260	0.999	25255.5	25255.5
0	261	0.989	25443	25443
0	262	0.997	25484.6	25484.6
0	263	0.998	25593.4	25593.4
0	264	1	25923.5	25923.5
0	265	0.997	25572.8	25572.8
0	266	1	25571.4	25571.4
0	267	0.998	25525.8	25525.8
0	268	0.991	25612.7	25612.7
0	269	0.995	25710.5	25710.5
0	270	0.993	25765	25765
0	271	1	25324	25324
0	272	0.999	25559.4	25559.4
0	273	0.999	25402	25402
0	274	1	25510.4	25510.4
0	275	0.997	25513	25513
0	276	0.995	25849.5	25849.5
0	277	0.998	25680.7	25680.7
0	278	0.997	25525.1	25525.1
0	279	0.999	25390.1	25390.1
0	280	1	25409.1	25409.1
0	281	0.994	25490.4	25490.4
0	282	0.998	25609.5	25609.5
0	283	1	25839.7	25839.7
0	284	0.994	25610.9	25610.9
0	285	1	25567.2	25567.2
0	286	0.997	25701.9	25701.9
0	287	0.99	25355.3	25355.3
0	288	0.999	25633.5	25633.5
0	289	0.996	25522.7	25522.7
0	290	0.991	25440	25440
0	291	0.994	25748.9	25748.9
0	292	0.997	25382.6	25382.6
0	293	0.995	25521.1	25521.1
0	294	0.997	25651	25651
0	295	0.995	25498.2	25498.2
0	296	0.997	25779.6	25779.6
0	297	0.998	25507	25507
0	298	1	25485.7	25485.7
0	299	0.998	25514.2	25514.2
1	0	0.998	25223.8	25223.8
1	1	0.996	25124.5	25124.5
1	2	0.991	25071.7	25071.7
1	3	0.999	25172.9	25172.9
1	4	0.995	25205.8	25205.8
1	5	0.997	25231.3	25231.3
1	6	0.994	25074.4	25074.4
1	7	0.997	25113	25113
1	8	0.992	25081.7	25081.7
1	9	0.991	25108.2	25108.2
1	10	0.998	25180.4	25180.4
1	11	0.999	25070.5	25070.5
1	12	0.997	25172.1	25172.1
1	13	0.991	25184.2	25184.2
1	14	1	25117.1	25117.1
1	15	0.998	25218.1	25218.1
1	16	0.995	25041.2	25041.2
1	17	0.997	25167.8	25167.8
1	18	0.994	25203.2	25203.2
1	19	0.999	25166.7	25166.7
1	20	0.994	25079.6	25079.6
1	21	0.999	25089.8	25089.8
1	22	0.998	25166.5	25166.5
1	23	0.99	25055.5	25055.5
1	24	0.994	25224.2	25224.2
1	25	0.994	25218.2	25218.2
1	26	0.998	25215.1	25215.1
1	27	0.997	25117.2	25117.2
1	28	0.996	25215.3	25215.3
1	29	0.996	25113.7	25113.7
1	30	0.995	25185.2	25185.2
1	31	0.998	24967.3	24967.3
1	32	0.998	25151.9	25151.9
1	33	0.997	25119.8	25119.8
1	34	0.994	25275.6	25275.6
1	35	0.989	24997.6	24997.6
1	36	0.998	25074.5	25074.5
1	37	0.999	25198.5	25198.5
1	38	0.997	25138.4	25138.4
1	39	0.998	25143.9	25143.9
1	40	0.999	25148.4	25148.4
1	41	0.995	25058.3	25058.3
1	42	1	25042	25042
1	43	0.997	25064	25064
1	44	0.995	25231.9	25231.9
1	45	0.995	25243.2	25243.2
1	46	0.996	25008.5	25008.5
1	47	0.998	25120.3	25120.3
1	48	1	25122	25122
1	49	0.995	25257.3	25257.3
1	50	0.995	25149.5	25149.5
1	51	0.999	25167.4	25167.4
1	52	0.997	25231.3	25231.3
1	53	0.993	25206.7	25206.7
1	54	0.998	25265.1	25265.1
1	55	0.998	25136.4	25136.4
1	56	0.996	25182.3	25182.3
1	57	0.992	25061.5	25061.5
1	58	0.998	25066.7	25066.7
1	59	0.995	25070.3	25070.3
1	60	0.999	24953.5	24953.5
1	61	1	25189.3	25189.3
1	62	0.995	24964.4	24964.4
1	63	0.998	25096.6	25096.6
1	64	0.997	25103.7	25103.7
1	65	0.989	25114.1	25114.1
1	66	0.997	25122.1	25122.1
1	67	0.997	25066.3	25066.3
1	68	0.992	25088.2	25088.2
1	69	0.991	25189.7	25189.7
1	70	0.994	25146.9	25146.9
1	71	1	25116	25116
1	72	0.997	25208	25208
1	73	0.997	24992.7	24992.7
1	74	0.995	25120.8	25120.8
1	75	0.995	25105.8	25105.8
1	76	0.994	25122	25122
1	77	0.993	25072.7	25072.7
1	78	0.993	25134.4	25134.4
1	79	0.999	25177.8	25177.8
1	80	0.999	25082.5	25082.5
1	81	0.995	25118.8	25118.8
1	82	0.991	25257.1	25257.1
1	83	1	25311.4	25311.4
1	84	0.994	25092.6	25092.6
1	85	0.996	25093.1	25093.1
1	86	0.992	25161.3	25161.3
1	87	0.998	25210.8	25210.8
1	88	0.997	25130.5	25130.5
1	89	0.996	25160.5	25160.5
1	90	0.998	25107.4	25107.4
1	91	0.992	24973.9	24973.9
1	92	0.996	25155.2	25155.2
1	93	0.994	25217.7	25217.7
1	94	0.991	25055	25055
1	95	0.991	25066.1	25066.1
1	96	0.999	25166.3	25166.3
1	97	0.998	25075.5	25075.5
1	98	0.999	25111.2	25111.2
1	99	0.994	25080.9	25080.9
1	100	0.992	25076.5	25076.5
1	101	0.992	25164.7	25164.7
1	102	1	25096.7	25096.7
1	103	0.998	25296.5	25296.5
1	104	0.995	25110.7	25110.7
1	105	0.991	25189.8	25189.8
1	106	0.995	25097.8	25097.8
1	107	0.997	25202.2	25202.2
1	108	0.999	25026.1	25026.1
1	109	0.999	25109.7	25109.7
1	110	0.996	24929.9	24929.9
1	111	0.997	25181.6	25181.6
1	112	0.994	25148.9	25148.9
1	113	0.998	25277.7	25277.7
1	114	0.998	25162.3	25162.3
1	115	0.99	25130.9	25130.9
1	116	0.999	25105.7	25105.7
1	117	0.998	25050.3	25050.3
1	118	1	25309.8	25309.8
1	119	0.997	25157.9	25157.9
1	120	0.997	25127.2	25127.2
1	121	0.994	25171.2	25171.2
1	122	0.996	25204.8	25204.8
1	123	0.995	25100.1	25100.1
1	124	0.996	24969.4	24969.4
1	125	0.996	25150.8	25150.8
1	126	0.997	25202.1	25202.1
1	127	0.998	25170.5	25170.5
1	128	0.994	25168.6	25168.6
1	129	0.997	25087.7	25087.7
1	130	0.995	25011.3	25011.3
1	131	0.99	25113.8	25113.8
1	132	0.995	25239.6	25239.6
1	133	0.996	25139.6	25139.6
1	134	0.998	25078.9	25078.9
1	135	0.998	25115.8	25115.8
1	136	0.997	25148.9	25148.9
1	137	0.998	25120.7	25120.7
1	138	0.999	25230.5	25230.5
1	139	0.998	25156.9	25156.9
1	140	0.994	25145.1	25145.1
1	141	0.998	25154.5	25154.5
1	142	0.997	25218.1	25218.1
1	143	0.997	25040.7	25040.7
1	144	0.999	25186.7	25186.7
1	145	0.99	25096.9	25096.9
1	146	0.996	25147.4	25147.4
1	147	0.992	25180.3	25180.3
1	148	0.991	25108.8	25108.8
1	149	0.999	25200	25200
1	150	0.995	25078.8	25078.8
1	151	0.998	25289.2	25289.2
1	152	0.998	25213.5	25213.5
1	153	1	25232.8	25232.8
1	154	0.999	25154.8	25154.8
1	155	1	25027.9	25027.9
1	156	1	25131.3	25131.3
1	157	0.998	25102.9	25102.9
1	158	0.995	25101.8	25101.8
1	159	1	25115.3	25115.3
1	160	0.996	25043.1	25043.1
1	161	0.997	25132.1	25132.1
1	162	0.99	25179	25179
1	163	0.995	25029.3	25029.3
1	164	0.998	25191.4	25191.4
1	165	0.999	25380.3	25380.3
1	166	0.996	25198	25198
1	167	0.997	25170.8	25170.8
1	168	0.997	25182.4	25182.4
1	169	0.996	25217.7	25217.7
1	170	0.998	25101.2	25101.2
1	171	0.998	25188.6	25188.6
1	172	0.988	25094.3	25094.3
1	173	0.992	25049.7	25049.7
1	174	0.996	25182.1	25182.1
1	175	0.995	25104.8	25104.8
1	176	0.996	25089.6	25089.6
1	177	1	25079.1	25079.1
1	178	0.996	25213	25213
1	179	1	25197.1	25197.1
1	180	0.995	25125.4	25125.4
1	181	0.997	25157.6	25157.6
1	182	0.999	25239.5	25239.5
1	183	0.991	25072.5	25072.5
1	184	0.999	25040.3	25040.3
1	185	0.997	25198.9	25198.9
1	186	0.991	25149.3	25149.3
1	187	0.998	25101	25101
1	188	0.995	25136.9	25136.9
1	189	0.995	25186.9	25186.9
1	190	0.996	25181.1	25181.1
1	191	0.999	24999.5	24999.5
1	192	0.996	25051.9	25051.9
1	193	0.99	25185.2	25185.2
1	194	0.997	25156.9	25156.9
1	195	0.999	25171.4	25171.4
1	196	0.994	25141.2	25141.2
1	197	0.996	25141	25141
1	198	0.994	25068	25068
1	199	0.995	25110.2	25110.2
1	200	0.994	25019.5	25019.5
1	201	0.995	25103.6	25103.6
1	202	0.996	25282.9	25282.9
1	203	0.997	25214.7	25214.7
1	204	0.997	25051.2	25051.2
1	205	0.999	25170	25170
1	206	0.992	25121.4	25121.4
1	207	0.99	25170.1	25170.1
1	208	0.997	25185.6	25185.6
1	209	0.993	25166	25166
1	210	0.995	25101	25101
1	211	0.991	25066.4	25066.4
1	212	0.999	25142	25142
1	213	0.993	25160.4	25160.4
1	214	0.998	25096.2	25096.2
1	215	0.995	25130.3	25130.3
1	216	1	25170.4	25170.4
1	217	1	25237.4	25237.4
1	218	0.995	25137.1	25137.1
1	219	1	25235.2	25235.2
1	220	0.999	25123	25123
1	221	0.994	25081.8	25081.8
1	222	0.995	25063.3	25063.3
1	223	1	25277	25277
1	224	0.996	25173	25173
1	225	0.994	25108.5	25108.5
1	226	0.998	25266.5	25266.5
1	227	0.987	25120.7	25120.7
1	228	0.995	25079.4	25079.4
1	229	0.992	25169.1	25169.1
1	230	0.999	25245.9	25245.9
1	231	0.994	25056	25056
1	232	0.994	25219.7	25219.7
1	233	0.999	25301.7	25301.7
1	234	0.999	25236.4	25236.4
1	235	0.999	25011.6	25011.6
1	236	0.991	25161.8	25161.8
1	237	0.996	25019.7	25019.7
1	238	0.999	25203.7	25203.7
1	239	0.995	25131.2	25131.2
1	240	0.996	25221.1	25221.1
1	241	0.998	25135.6	25135.6
1	242	0.999	25163.9	25163.9
1	243	0.991	25065.4	25065.4
1	244	0.994	25103.5	25103.5
1	245	0.996	25090.4	25090.4
1	246	0.994	24992.7	24992.7
1	247	0.996	25262.5	25262.5
1	248	0.998	25071.6	25071.6
1	249	0.991	25001.7	25001.7
1	250	0.993	25054	25054
1	251	0.997	25189.3	25189.3
1	252	0.991	25188.4	25188.4
1	253	0.999	25109.6	25109.6
1	254	1	25193.1	25193.1
1	255	0.988	25101.9	25101.9
1	256	0.992	25111	25111
1	257	1	25213.7	25213.7
1	258	0.996	25160.2	25160.2
1	259	0.999	25229.9	25229.9
1	260	1	24988.8	24988.8
1	261	0.993	25009.1	25009.1
1	262	0.999	25061.9	25061.9
1	263	0.999	25160.3	25160.3
1	264	0.998	25343.5	25343.5
1	265	0.995	25007.2	25007.2
1	266	0.998	25102.4	25102.4
1	267	0.998	25211.7	25211.7
1	268	0.991	25160.7	25160.7
1	269	0.996	25182.4	25182.4
1	270	0.997	25209.8	25209.8
1	271	1	25054.7	25054.7
1	272	0.994	25107.2	25107.2
1	273	0.994	25061.3	25061.3
1	274	1	25122.7	25122.7
1	275	0.998	25138.7	25138.7
1	276	0.999	25309.8	25309.8
1	277	1	25160.9	25160.9
1	278	0.996	25172.3	25172.3
1	279	0.997	25005.2	25005.2
1	280	0.996	25013.8	25013.8
1	281	0.995	25127.9	25127.9
1	282	0.997	25058.3	25058.3
1	283	0.999	25276.3	25276.3
1	284	0.991	25243.1	25243.1
1	285	0.998	25147.1	25147.1
1	286	0.998	25097.5	25097.5
1	287	0.994	25019.9	25019.9
1	288	0.994	25155.1	25155.1
1	289	0.992	25060.6	25060.6
1	290	0.99	25068.7	25068.7
1	291	0.99	25298.4	25298.4
1	292	0.998	25056.9	25056.9
1	293	0.999	25092.3	25092.3
1	294	0.992	25136.8	25136.8
1	295	0.997	25146.6	25146.6
1	296	0.997	25189.5	25189.5
1	297	0.993	25047.1	25047.1
1	298	0.999	25082.8	25082.8
1	299	0.999	25132.3	25132.3
2	0	0.998	24983.4	24983.4
2	1	0.995	24915.6	24915.6
2	2	0.995	24908.2	24908.2
2	3	0.998	24988.6	24988.6
2	4	0.998	24984.8	24984.8
2	5	0.998	24983.3	24983.3
2	6	0.988	24901.1	24901.1
2	7	0.998	24932.3	24932.3
2	8	0.999	24959.2	24959.2
2	9	0.997	24979.3	24979.3
2	10	0.995	24966.2	24966.2
2	11	0.999	24889.3	24889.3
2	12	1	25011.6	25011.6
2	13	0.996	24972.8	24972.8
2	14	1	24964.4	24964.4
2	15	0.996	25026.1	25026.1
2	16	0.998	24934.8	24934.8
2	17	0.996	24991	24991
2	18	0.998	24968	24968
2	19	1	24960.4	24960.4
2	20	0.995	24940.7	24940.7
2	21	0.998	24953	24953
2	22	0.994	24997.1	24997.1
2	23	0.998	24953.6	24953.6
2	24	0.996	24971	24971
2	25	0.998	25046.5	25046.5
2	26	0.996	24988.4	24988.4
2	27	0.995	24912	24912
2	28	0.995	25037	25037
2	29	0.997	24949.1	24949.1
2	30	0.996	25001.9	25001.9
2	31	0.997	24859.3	24859.3
2	32	0.995	24981.7	24981.7
2	33	0.997	24936.8	24936.8
2	34	0.995	25052.5	25052.5
2	35	0.994	24874.7	24874.7
2	36	0.996	24920	24920
2	37	0.986	24975.2	24975.2
2	38	0.991	24968.8	24968.8
2	39	0.995	24908.7	24908.7
2	40	0.998	24943.9	24943.9
2	41	0.991	24937.1	24937.1
2	42	1	24918.8	24918.8
2	43	0.996	24934.5	24934.5
2	44	0.996	24987.7	24987.7
2	45	0.997	25033.8	25033.8
2	46	0.998	24898.7	24898.7
2	47	0.994	24976.9	24976.9
2	48	0.997	24963	24963
2	49	0.997	24990.1	24990.1
2	50	0.994	24936	24936
2	51	0.998	25010.9	25010.9
2	52	0.999	24972.3	24972.3
2	53	0.995	24994.5	24994.5
2	54	0.998	25053.9	25053.9
2	55	0.997	24933.3	24933.3
2	56	0.998	24970	24970
2	57	0.996	24931.5	24931.5
2	58	0.995	24955.5	24955.5
2	59	0.996	24915.1	24915.1
2	60	0.998	24876.5	24876.5
2	61	0.998	24986.5	24986.5
2	62	0.999	24877.8	24877.8
2	63	0.995	24933.5	24933.5
2	64	0.997	24920.8	24920.8
2	65	0.996	24953.4	24953.4
2	66	0.998	24945.6	24945.6
2	67	0.995	24924	24924
2	68	0.994	24969	24969
2	69	0.996	25003.7	25003.7
2	70	0.997	25001.5	25001.5
2	71	0.997	24964.4	24964.4
2	72	0.997	25003.8	25003.8
2	73	0.996	24882.5	24882.5
2	74	0.997	24991.6	24991.6
2	75	0.993	24956.4	24956.4
2	76	0.997	24919.2	24919.2
2	77	0.998	24925.9	24925.9
2	78	0.996	24940.9	24940.9
2	79	0.997	25000.8	25000.8
2	80	0.997	24945.1	24945.1
2	81	0.995	24940.8	24940.8
2	82	0.992	25079.9	25079.9
2	83	1	25077.2	25077.2
2	84	0.996	24923.2	24923.2
2	85	0.993	24938.6	24938.6
2	86	0.995	24985.5	24985.5
2	87	0.997	25040.6	25040.6
2	88	0.994	24965.1	24965.1
2	89	0.995	25002.4	25002.4
2	90	0.994	24950.4	24950.4
2	91	0.998	24852.5	24852.5
2	92	0.997	25000.4	25000.4
2	93	0.994	24985.6	24985.6
2	94	0.99	24922.1	24922.1
2	95	0.996	24910.3	24910.3
2	96	0.997	25001	25001
2	97	0.999	24927	24927
2	98	1	24942.3	24942.3
2	99	0.996	24921.1	24921.1
2	100	0.992	24913.1	24913.1
2	101	0.998	24925.6	24925.6
2	102	0.998	24931.7	24931.7
2	103	0.997	25095.6	25095.6
2	104	0.992	24965.4	24965.4
2	105	0.994	25030.4	25030.4
2	106	0.996	24918.6	24918.6
2	107	0.999	25046.6	25046.6
2	108	0.999	24918.4	24918.4
2	109	0.997	24952.7	24952.7
2	110	0.994	24929.9	24929.9
2	111	0.996	24960	24960
2	112	0.989	24960.8	24960.8
2	113	0.999	25027.9	25027.9
2	114	0.996	24950.8	24950.8
2	115	0.996	24931	24931
2	116	0.998	24935.3	24935.3
2	117	1	24924.6	24924.6
2	118	0.999	24998.2	24998.2
2	119	0.996	24973.2	24973.2
2	120	0.997	24925.2	24925.2
2	121	0.996	24994.9	24994.9
2	122	0.997	24989.3	24989.3
2	123	0.99	24948.8	24948.8
2	124	0.992	24888.6	24888.6
2	125	0.994	24929.5	24929.5
2	126	0.994	24978.2	24978.2
2	127	0.994	24990.6	24990.6
2	128	0.998	24981.8	24981.8
2	129	0.996	24921.9	24921.9
2	130	0.994	24911.3	24911.3
2	131	0.995	24888.7	24888.7
2	132	0.995	25050.2	25050.2
2	133	0.996	24974.4	24974.4
2	134	0.992	24962.4	24962.4
2	135	0.999	24893.1	24893.1
2	136	0.997	24946.5	24946.5
2	137	0.996	24950.3	24950.3
2	138	0.998	25042.1	25042.1
2	139	0.996	24961.2	24961.2
2	140	0.992	24977.8	24977.8
2	141	0.997	24932.5	24932.5
2	142	0.998	24964.2	24964.2
2	143	0.997	24949	24949
2	144	0.996	24991.9	24991.9
2	145	0.995	24956.4	24956.4
2	146	0.998	24985.8	24985.8
2	147	0.998	25044.7	25044.7
2	148	0.995	24939.9	24939.9
2	149	0.998	24996.3	24996.3
2	150	0.993	24957	24957
2	151	0.999	24983.4	24983.4
2	152	1	24986.2	24986.2
2	153	0.999	25043.4	25043.4
2	154	0.998	24967.4	24967.4
2	155	0.998	24902.5	24902.5
2	156	0.997	24951.7	24951.7
2	157	0.997	24914.7	24914.7
2	158	0.996	24927.3	24927.3
2	159	0.997	24986.5	24986.5
2	160	0.994	24899	24899
2	161	0.996	24946.4	24946.4
2	162	0.992	24994.7	24994.7
2	163	0.991	24907.3	24907.3
2	164	0.994	25042.6	25042.6
2	165	0.998	25127.9	25127.9
2	166	0.998	24969.7	24969.7
2	167	0.995	24982	24982
2	168	1	24973.8	24973.8
2	169	0.996	24996.9	24996.9
2	170	0.998	24986.7	24986.7
2	171	0.991	24969.4	24969.4
2	172	0.993	24961.4	24961.4
2	173	0.998	24941.3	24941.3
2	174	0.997	24973.1	24973.1
2	175	0.997	24976.6	24976.6
2	176	0.991	24927	24927
2	177	0.995	24939.4	24939.4
2	178	0.997	25024.6	25024.6
2	179	0.996	24976.3	24976.3
2	180	0.996	24949.3	24949.3
2	181	0.992	24955.1	24955.1
2	182	0.997	25022.4	25022.4
2	183	0.993	24953.5	24953.5
2	184	0.994	24955	24955
2	185	0.992	25024.4	25024.4
2	186	0.991	24948.5	24948.5
2	187	0.995	24960.6	24960.6
2	188	0.995	24966.2	24966.2
2	189	0.996	24944.1	24944.1
2	190	0.997	24953.2	24953.2
2	191	0.993	24874.4	24874.4
2	192	0.999	24899.1	24899.1
2	193	0.993	25020.6	25020.6
2	194	0.997	24962.3	24962.3
2	195	0.991	25009.9	25009.9
2	196	0.998	24919.2	24919.2
2	197	0.994	24977.3	24977.3
2	198	0.992	24923.3	24923.3
2	199	0.998	24969.6	24969.6
2	200	0.992	24923.8	24923.8
