iteration	particle_num	MCS_value	fitness_value	original_fitness_value
52	f	0.942	1283.13	1179.08
52	g	0.936	1369.42	1180.48
52	h	0.944	1257.56	1180.36
52	i	0.932	1426.7	1178.3
52	j	0.938	1337.71	1178.03
52	k	0.941	1296.37	1178.67
52	l	0.94	1309.55	1178.05
52	m	0.935	1382.37	1178.97
52	n	0.937	1353.09	1178.93
52	o	0.952	1179.68	1179.68
53	a	0.937	1352.22	1178.17
53	b	0.941	1295.42	1177.8
53	c	0.933	1412.66	1179.28
53	d	0.936	1367.44	1178.78
53	e	0.934	1395.95	1177.89
53	f	0.923	1573.43	1179.31
53	g	0.936	1369.06	1180.17
53	h	0.936	1368.5	1179.69
53	i	0.934	1396.37	1178.24
53	j	0.93	1457.61	1178.24
53	k	0.926	1522.58	1178.84
53	l	0.932	1426.41	1178.06
53	m	0.941	1298.09	1180.22
53	n	0.943	1268.89	1178.43
53	o	0.945	1243.25	1179.34
54	a	0.927	1505.35	1178.14
54	b	0.94	1309.47	1177.98
54	c	0.937	1354.33	1180
54	d	0.93	1457.6	1178.23
54	e	0.916	1695.94	1177.96
54	f	0.922	1589.72	1178.67
54	g	0.929	1474.46	1179.11
54	h	0.946	1230.68	1179.83
54	i	0.945	1242.17	1178.32
54	j	0.943	1268.95	1178.49
54	k	0.936	1367.33	1178.68
54	l	0.933	1411.22	1178.08
54	m	0.949	1192.89	1180.39
54	n	0.934	1396.69	1178.51
54	o	0.932	1427.04	1178.58
55	a	0.943	1268.59	1178.15
55	b	0.939	1324.08	1178.52
55	c	0.944	1257.46	1180.26
55	d	0.936	1366.77	1178.2
55	e	0.941	1295.63	1177.99
55	f	0.933	1411.7	1178.49
55	g	0.926	1522.84	1179.04
55	h	0.938	1340.72	1180.68
55	i	0.931	1442.22	1178.4
55	j	0.929	1473.24	1178.14
55	k	0.937	1352.94	1178.8
55	l	0.942	1282.06	1178.1
55	m	0.962	1180.97	1180.97
55	n	0.917	1678.97	1178.96
55	o	0.932	1426.39	1178.04
56	a	0.926	1521.78	1178.22
56	b	0.933	1411.89	1178.64
56	c	0.938	1339.95	1179.99
56	d	0.935	1382.58	1179.16
56	e	0.932	1427.5	1178.96
56	f	0.929	1473.74	1178.53
56	g	0.928	1490.62	1179.26
56	h	0.948	1205.59	1180.45
56	i	0.937	1352.61	1178.51
56	j	0.945	1241.84	1178
56	k	0.956	1179.04	1179.04
56	l	0.927	1505.29	1178.1
56	m	0.93	1459.28	1179.59
56	n	0.953	1179.09	1179.09
56	o	0.943	1268.83	1178.38
57	a	0.926	1521.79	1178.22
57	b	0.931	1441.68	1177.95
57	c	0.929	1474.43	1179.09
57	d	0.941	1297.36	1179.56
57	e	0.924	1558.01	1180.47
57	f	0.934	1397.03	1178.79
57	g	0.949	1192.06	1179.57
57	h	0.919	1643.66	1179.59
57	i	0.929	1473.92	1178.68
57	j	0.946	1228.64	1177.88
57	k	0.936	1367.92	1179.18
57	l	0.96	1178.09	1178.09
57	m	0.943	1269	1178.54
57	n	0.936	1367.85	1179.13
57	o	0.936	1368.01	1179.27
58	a	0.929	1473.41	1178.27
58	b	0.943	1267.94	1177.55
58	c	0.933	1411.29	1178.14
58	d	0.937	1353.39	1179.19
58	e	0.947	1218.16	1180.23
58	f	0.935	1382.45	1179.04
58	g	0.931	1443.06	1179.08
58	h	0.935	1383.53	1179.97
58	i	0.94	1310.21	1178.65
58	j	0.926	1521.48	1177.98
58	k	0.926	1523.09	1179.23
58	l	0.913	1752.67	1178.08
58	m	0.937	1352.65	1178.54
58	n	0.934	1397.46	1179.16
58	o	0.915	1716.73	1179.44
59	a	0.925	1538.42	1178.3
59	b	0.929	1472.8	1177.78
59	c	0.928	1488.58	1177.65
59	d	0.936	1367.68	1178.98
59	e	0.936	1366.95	1178.35
59	f	0.928	1490.29	1179
59	g	0.935	1383.05	1179.56
59	h	0.947	1218.73	1180.79
59	i	0.938	1338.06	1178.33
59	j	0.939	1323.96	1178.41
59	k	0.952	1178.67	1178.67
59	l	0.937	1352.13	1178.09
59	m	0.943	1269.81	1179.29
59	n	0.938	1338.22	1178.48
59	o	0.922	1590.02	1178.9
60	a	0.944	1255.3	1178.23
60	b	0.933	1411.21	1178.08
60	c	0.933	1412.58	1179.22
60	d	0.947	1215.83	1177.98
60	e	0.935	1380.88	1177.7
60	f	0.944	1255.65	1178.56
60	g	0.94	1312.12	1180.36
60	h	0.933	1414.79	1181.06
60	i	0.928	1489.09	1178.05
60	j	0.936	1366.94	1178.35
60	k	0.937	1351.88	1177.87
60	l	0.94	1309.6	1178.1
60	m	0.935	1382.5	1179.09
60	n	0.929	1473.25	1178.14
60	o	0.93	1457.7	1178.31
61	a	0.93	1457.46	1178.12
61	b	0.939	1324.04	1178.48
61	c	0.946	1230.98	1180.12
61	d	0.927	1505.76	1178.46
61	e	0.933	1412.05	1178.77
61	f	0.931	1442.24	1178.42
61	g	0.935	1384.31	1180.63
61	h	0.952	1180.99	1180.99
61	i	0.941	1295.77	1178.11
61	j	0.931	1441.85	1178.1
61	k	0.937	1351.74	1177.75
61	l	0.929	1473.19	1178.1
61	m	0.939	1323.56	1178.05
61	n	0.935	1381.81	1178.5
61	o	0.934	1396.88	1178.67
62	a	0.939	1323.73	1178.2
62	b	0.953	1178.62	1178.62
62	c	0.93	1460.09	1180.25
62	d	0.927	1506.72	1179.22
62	e	0.943	1270.03	1179.49
62	f	0.943	1268.96	1178.49
62	g	0.947	1218.04	1180.11
62	h	0.939	1325.85	1180.09
62	i	0.937	1352.35	1178.28
62	j	0.919	1641.24	1177.85
62	k	0.949	1190.64	1178.16
62	l	0.937	1352.12	1178.08
62	m	0.94	1309.66	1178.15
62	n	0.934	1397.52	1179.21
62	o	0.943	1269.6	1179.09
63	a	0.933	1411.45	1178.27
63	b	0.94	1309.29	1177.82
63	c	0.94	1311.04	1179.39
63	d	0.94	1310.35	1178.77
63	e	0.945	1242.66	1178.79
63	f	0.935	1382.18	1178.81
63	g	0.943	1270.16	1179.61
63	h	0.932	1427.28	1178.78
63	i	0.934	1396.68	1178.5
63	j	0.922	1588.94	1178.1
63	k	0.935	1382.24	1178.86
63	l	0.942	1282.03	1178.07
63	m	0.942	1283.25	1179.19
63	n	0.949	1191.42	1178.93
63	o	0.926	1523.07	1179.21
64	a	0.943	1268.77	1178.32
64	b	0.934	1395.71	1177.68
64	c	0.939	1324.15	1178.57
64	d	0.937	1351.82	1177.82
64	e	0.944	1256.45	1179.32
64	f	0.932	1427.64	1179.08
64	g	0.931	1443.75	1179.65
64	h	0.939	1323.83	1178.29
64	i	0.93	1457.87	1178.46
64	j	0.931	1442.2	1178.38
64	k	0.952	1179.16	1179.16
64	l	0.93	1457.39	1178.06
64	m	0.955	1179.13	1179.13
64	n	0.928	1489.13	1178.09
64	o	0.944	1256.01	1178.9
65	a	0.945	1242.13	1178.28
65	b	0.931	1441.16	1177.54
65	c	0.926	1521.92	1178.33
65	d	0.93	1457.49	1178.15
65	e	0.932	1427.66	1179.09
65	f	0.935	1382.5	1179.09
65	g	0.935	1384.42	1180.72
65	h	0.926	1522.38	1178.68
65	i	0.932	1426.78	1178.37
65	j	0.926	1522.23	1178.57
65	k	0.923	1572.27	1178.44
65	l	0.927	1505.25	1178.06
65	m	0.932	1426.69	1178.29
65	n	0.925	1538.27	1178.18
65	o	0.928	1489.76	1178.59
66	a	0.938	1337.92	1178.21
66	b	0.939	1323.02	1177.57
66	c	0.942	1283.19	1179.14
66	d	0.95	1179	1179
66	e	0.948	1204.33	1179.22
66	f	0.95	1178.66	1178.66
66	g	0.948	1206.16	1181.01
66	h	0.926	1523.7	1179.7
66	i	0.934	1396.38	1178.25
66	j	0.933	1411.63	1178.42
66	k	0.93	1457.23	1177.94
66	l	0.918	1659.53	1178.08
66	m	0.94	1309.92	1178.39
66	n	0.93	1457.32	1178.01
66	o	0.932	1427.07	1178.61
67	a	0.93	1457.56	1178.2
67	b	0.939	1323.44	1177.95
67	c	0.934	1398.79	1180.28
67	d	0.93	1458.76	1179.17
67	e	0.941	1295.96	1178.29
67	f	0.928	1489.15	1178.1
67	g	0.948	1205.46	1180.33
67	h	0.939	1325.5	1179.78
67	i	0.934	1396.27	1178.16
67	j	0.923	1571.69	1178
67	k	0.945	1241.72	1177.89
67	l	0.94	1309.6	1178.1
67	m	0.93	1458.18	1178.71
67	n	0.938	1337.73	1178.04
67	o	0.932	1427.29	1178.79
68	a	0.929	1473.33	1178.21
68	b	0.936	1366.77	1178.19
68	c	0.935	1384.08	1180.43
68	d	0.938	1338.43	1178.66
68	e	0.934	1397.11	1178.86
68	f	0.925	1537.85	1177.86
68	g	0.939	1326.16	1180.37
68	h	0.946	1230.1	1179.28
68	i	0.93	1457.61	1178.24
68	j	0.939	1323.44	1177.94
68	k	0.933	1411.76	1178.53
68	l	0.929	1473.19	1178.09
68	m	0.941	1296.25	1178.55
68	n	0.935	1381.67	1178.38
68	o	0.94	1310.19	1178.63
69	a	0.94	1309.78	1178.26
69	b	0.937	1352.64	1178.53
69	c	0.942	1284.02	1179.9
69	d	0.929	1473.7	1178.5
69	e	0.943	1269.48	1178.98
69	f	0.931	1442.04	1178.25
69	g	0.926	1523.87	1179.84
69	h	0.944	1256.81	1179.66
69	i	0.948	1203.45	1178.35
69	j	0.945	1242	1178.16
69	k	0.928	1489.94	1178.72
69	l	0.954	1178.09	1178.09
69	m	0.934	1396.48	1178.33
69	n	0.94	1311.06	1179.41
69	o	0.945	1242.9	1179.01
70	a	0.945	1242.07	1178.22
70	b	0.944	1255.26	1178.19
70	c	0.931	1442.7	1178.79
70	d	0.945	1242.28	1178.42
70	e	0.934	1397.53	1179.22
70	f	0.938	1338.51	1178.73
70	g	0.953	1179.21	1179.21
70	h	0.93	1459.89	1180.08
70	i	0.953	1178.5	1178.5
70	j	0.935	1381.73	1178.43
70	k	0.933	1412	1178.73
70	l	0.938	1337.77	1178.08
70	m	0.92	1624.21	1178.37
70	n	0.925	1539.66	1179.25
70	o	0.937	1353.2	1179.02
71	a	0.938	1337.83	1178.13
71	b	0.941	1295.39	1177.77
71	c	0.934	1396.19	1178.09
71	d	0.934	1396.73	1178.54
71	e	0.93	1457.69	1178.31
71	f	0.936	1367.67	1178.97
71	g	0.938	1337.77	1178.08
71	h	0.938	1340	1180.04
71	i	0.918	1660.13	1178.51
71	j	0.94	1309.73	1178.21
71	k	0.934	1396.47	1178.32
71	l	0.925	1538.13	1178.08
71	m	0.94	1310.43	1178.84
71	n	0.938	1338.03	1178.31
71	o	0.936	1367.19	1178.56
72	a	0.938	1337.81	1178.11
72	b	0.929	1473.09	1178.01
72	c	0.931	1441.77	1178.03
72	d	0.939	1324.47	1178.86
72	e	0.933	1410.67	1177.62
72	f	0.938	1338	1178.28
72	g	0.943	1267.92	1177.53
72	h	0.927	1506.68	1179.18
72	i	0.935	1381.63	1178.34
72	j	0.934	1395.89	1177.83
72	k	0.93	1457.61	1178.24
72	l	0.931	1441.84	1178.09
72	m	0.931	1443.31	1179.29
72	n	0.928	1488.44	1177.54
72	o	0.938	1338.02	1178.3
73	a	0.943	1268.63	1178.19
73	b	0.928	1489.26	1178.18
73	c	0.941	1297.8	1179.96
73	d	0.922	1589.62	1178.6
73	e	0.935	1382.85	1179.38
73	f	0.934	1395.91	1177.85
73	g	0.932	1426.38	1178.04
73	h	0.931	1442.7	1178.79
73	i	0.953	1178.18	1178.18
73	j	0.93	1456.79	1177.58
73	k	0.93	1457.82	1178.41
73	l	0.939	1323.61	1178.09
73	m	0.941	1296.83	1179.08
73	n	0.934	1395.16	1177.22
73	o	0.93	1458.38	1178.86
74	a	0.923	1572.15	1178.35
74	b	0.934	1396.6	1178.43
74	c	0.949	1193.71	1181.21
74	d	0.945	1241.82	1177.99
74	e	0.944	1257.47	1180.27
74	f	0.932	1426.56	1178.18
74	g	0.95	1179.26	1179.26
74	h	0.934	1397.57	1179.25
74	i	0.931	1441.75	1178.02
74	j	0.928	1488.97	1177.96
74	k	0.935	1381.8	1178.49
74	l	0.938	1337.78	1178.09
74	m	0.932	1427.6	1179.04
74	n	0.931	1442.02	1178.23
74	o	0.94	1311.35	1179.67
75	a	0.938	1338.11	1178.37
75	b	0.937	1352.2	1178.15
75	c	0.938	1341.15	1181.05
75	d	0.931	1441.79	1178.04
75	e	0.945	1242.35	1178.49
75	f	0.954	1178.41	1178.41
75	g	0.933	1413.4	1179.9
75	h	0.928	1490.99	1179.56
75	i	0.947	1215.9	1178.04
75	j	0.937	1352.25	1178.2
75	k	0.943	1268.87	1178.42
75	l	0.927	1505.28	1178.09
75	m	0.927	1506.03	1178.68
75	n	0.936	1367.43	1178.76
75	o	0.948	1204.93	1179.8
76	a	0.929	1473.41	1178.27
76	b	0.932	1426.09	1177.8
76	c	0.945	1244.53	1180.56
76	d	0.953	1178.2	1178.2
76	e	0.93	1457.89	1178.47
76	f	0.936	1366.95	1178.35
76	g	0.937	1353.31	1179.12
76	h	0.939	1325.32	1179.62
76	i	0.936	1366.67	1178.11
76	j	0.935	1381.39	1178.14
76	k	0.935	1381.75	1178.44
76	l	0.926	1521.61	1178.08
76	m	0.936	1366.98	1178.38
76	n	0.936	1367.43	1178.77
76	o	0.938	1339.47	1179.58
77	a	0.943	1268.65	1178.21
77	b	0.94	1309.45	1177.96
77	c	0.935	1383.78	1180.17
77	d	0.928	1489.42	1178.31
77	e	0.939	1324.61	1178.98
77	f	0.944	1255.38	1178.31
77	g	0.926	1521.73	1178.18
77	h	0.934	1398.21	1179.79
77	i	0.944	1255.22	1178.16
77	j	0.932	1426.44	1178.09
77	k	0.94	1310.09	1178.54
77	l	0.95	1178.08	1178.08
77	m	0.922	1588.77	1177.97
77	n	0.937	1353.1	1178.94
77	o	0.947	1216.58	1178.7
78	a	0.937	1352.2	1178.15
78	b	0.935	1381.73	1178.43
78	c	0.938	1338.8	1178.99
78	d	0.929	1473.24	1178.13
78	e	0.939	1325.65	1179.91
78	f	0.931	1441.91	1178.15
78	g	0.941	1295.66	1178.02
78	h	0.936	1368.35	1179.56
78	i	0.929	1473.29	1178.17
78	j	0.931	1441.73	1177.99
78	k	0.924	1555.27	1178.39
78	l	0.947	1215.94	1178.08
78	m	0.94	1309.29	1177.82
78	n	0.935	1382.09	1178.73
78	o	0.939	1323.71	1178.19
79	a	0.938	1337.9	1178.19
79	b	0.943	1268.96	1178.49
79	c	0.949	1191.46	1178.97
79	d	0.936	1366.61	1178.06
79	e	0.936	1368.98	1180.1
79	f	0.938	1337.7	1178.02
79	g	0.947	1216.2	1178.33
79	h	0.938	1338.85	1179.03
79	i	0.936	1366.74	1178.17
79	j	0.941	1295.64	1177.99
79	k	0.937	1352.5	1178.41
79	l	0.939	1323.6	1178.08
79	m	0.952	1178.45	1178.45
79	n	0.934	1396.7	1178.52
79	o	0.944	1255.18	1178.12
80	a	0.941	1295.97	1178.29
80	b	0.932	1426.61	1178.22
80	c	0.936	1368.57	1179.75
80	d	0.926	1521.54	1178.03
80	e	0.934	1397.39	1179.1
80	f	0.924	1555.01	1178.19
80	g	0.935	1382	1178.66
80	h	0.929	1473.8	1178.58
80	i	0.929	1473.26	1178.15
80	j	0.936	1366.68	1178.12
80	k	0.944	1255.49	1178.41
80	l	0.948	1203.18	1178.08
80	m	0.948	1204.01	1178.9
80	n	0.924	1555.21	1178.35
80	o	0.918	1660.06	1178.46
81	a	0.936	1366.91	1178.32
81	b	0.933	1410.71	1177.66
81	c	0.948	1205.16	1180.03
81	d	0.933	1411.29	1178.14
81	e	0.93	1456.65	1177.47
81	f	0.926	1521.97	1178.36
81	g	0.943	1269.12	1178.65
81	h	0.937	1353.07	1178.91
81	i	0.942	1282.11	1178.15
81	j	0.921	1606.45	1178.22
81	k	0.935	1381.63	1178.34
81	l	0.942	1282.04	1178.08
81	m	0.948	1203.44	1178.34
81	n	0.934	1396.79	1178.59
81	o	0.942	1283.06	1179.02
82	a	0.933	1411.48	1178.3
82	b	0.927	1504.12	1177.18
82	c	0.94	1310.81	1179.18
82	d	0.939	1323.8	1178.26
82	e	0.937	1351.75	1177.76
82	f	0.93	1457.73	1178.34
82	g	0.948	1203.56	1178.46
82	h	0.94	1311.64	1179.93
82	i	0.936	1366.7	1178.14
82	j	0.927	1505.34	1178.14
82	k	0.947	1216.07	1178.21
82	l	0.929	1473.18	1178.08
82	m	0.936	1366.7	1178.14
82	n	0.935	1381.91	1178.58
82	o	0.936	1368.38	1179.58
83	a	0.92	1623.9	1178.15
83	b	0.934	1395.07	1177.14
83	c	0.936	1367.18	1178.55
83	d	0.931	1441.91	1178.14
83	e	0.943	1269.38	1178.89
83	f	0.927	1505.55	1178.3
83	g	0.941	1296.07	1178.39
83	h	0.939	1326.11	1180.32
83	i	0.929	1473.21	1178.11
83	j	0.927	1505.39	1178.18
83	k	0.93	1457.66	1178.29
83	l	0.947	1215.94	1178.08
83	m	0.931	1442.37	1178.52
83	n	0.942	1282.54	1178.54
83	o	0.948	1204.46	1179.34
84	a	0.938	1337.74	1178.05
84	b	0.94	1309.38	1177.9
84	c	0.928	1489	1177.98
84	d	0.944	1255.24	1178.18
84	e	0.928	1490.66	1179.3
84	f	0.924	1555.07	1178.24
84	g	0.928	1489.65	1178.5
84	h	0.945	1243.78	1179.85
84	i	0.923	1571.83	1178.11
84	j	0.929	1473.13	1178.04
84	k	0.942	1282.51	1178.51
84	l	0.938	1337.78	1178.08
84	m	0.937	1352.89	1178.75
84	n	0.933	1412.24	1178.93
84	o	0.925	1538.51	1178.37
85	a	0.93	1457.52	1178.17
85	b	0.931	1442.53	1178.65
85	c	0.943	1270.15	1179.6
85	d	0.93	1457.53	1178.18
85	e	0.946	1229.71	1178.91
85	f	0.938	1337.89	1178.18
85	g	0.939	1324.07	1178.51
85	h	0.921	1607.87	1179.27
85	i	0.917	1677.81	1178.15
85	j	0.946	1228.95	1178.17
85	k	0.922	1589.68	1178.64
85	l	0.937	1352.12	1178.08
85	m	0.934	1396	1177.92
85	n	0.93	1458.76	1179.17
85	o	0.952	1178.69	1178.69
86	a	0.939	1323.75	1178.22
86	b	0.935	1382.4	1179
86	c	0.938	1340.63	1180.6
86	d	0.933	1411.28	1178.13
86	e	0.953	1179.48	1179.48
86	f	0.947	1216.13	1178.27
86	g	0.936	1367.22	1178.59
86	h	0.939	1324.49	1178.88
86	i	0.94	1309.68	1178.17
86	j	0.944	1255.23	1178.16
86	k	0.935	1381.74	1178.43
86	l	0.943	1268.51	1178.08
86	m	0.939	1323.42	1177.93
86	n	0.939	1324.86	1179.21
86	o	0.931	1442.43	1178.57
87	a	0.944	1255.22	1178.16
87	b	0.934	1396.69	1178.51
87	c	0.936	1369.45	1180.5
87	d	0.938	1337.82	1178.12
87	e	0.936	1367.82	1179.1
87	f	0.939	1323.83	1178.29
87	g	0.944	1255.64	1178.55
87	h	0.943	1269.35	1178.86
87	i	0.936	1366.73	1178.16
87	j	0.936	1366.65	1178.09
87	k	0.934	1396.27	1178.15
87	l	0.937	1352.12	1178.08
87	m	0.945	1242.47	1178.6
87	n	0.933	1411.91	1178.66
87	o	0.938	1338.26	1178.5
88	a	0.929	1473.34	1178.22
88	b	0.928	1488.43	1177.53
88	c	0.928	1490.6	1179.25
88	d	0.93	1457.32	1178.01
88	e	0.946	1229.6	1178.79
88	f	0.93	1457.54	1178.19
88	g	0.933	1411.81	1178.57
88	h	0.937	1354.21	1179.9
88	i	0.934	1396.24	1178.13
88	j	0.938	1337.81	1178.11
88	k	0.928	1489.29	1178.21
88	l	0.935	1381.33	1178.08
88	m	0.932	1427.75	1179.17
88	n	0.929	1472.98	1177.93
88	o	0.939	1323.94	1178.39
89	a	0.931	1442	1178.22
89	b	0.936	1365.44	1177.05
89	c	0.929	1473.28	1178.17
89	d	0.936	1366.49	1177.95
89	e	0.927	1505.63	1178.36
89	f	0.938	1337.79	1178.1
89	g	0.93	1458.19	1178.71
89	h	0.93	1460.48	1180.56
89	i	0.936	1366.67	1178.11
89	j	0.953	1178.24	1178.24
89	k	0.946	1229.28	1178.49
89	l	0.932	1426.44	1178.08
89	m	0.946	1229.78	1178.97
89	n	0.942	1281.98	1178.03
89	o	0.931	1442.19	1178.38
90	a	0.945	1242.04	1178.2
90	b	0.934	1396.31	1178.19
90	c	0.937	1352.9	1178.76
90	d	0.937	1352	1177.97
90	e	0.942	1282.45	1178.45
90	f	0.92	1623.74	1178.04
90	g	0.92	1624.65	1178.7
90	h	0.934	1398.7	1180.2
90	i	0.935	1381.36	1178.11
90	j	0.936	1367.02	1178.41
90	k	0.931	1442.6	1178.71
90	l	0.939	1323.6	1178.08
90	m	0.955	1178.76	1178.76
90	n	0.946	1229.66	1178.85
90	o	0.929	1473.51	1178.35
91	a	0.948	1203.28	1178.19
91	b	0.942	1282.65	1178.64
91	c	0.942	1283.55	1179.47
91	d	0.926	1521.57	1178.06
91	e	0.933	1411.85	1178.6
91	f	0.925	1538.17	1178.11
91	g	0.933	1412.53	1179.18
91	h	0.95	1179.35	1179.35
91	i	0.936	1366.67	1178.11
91	j	0.925	1538.46	1178.33
91	k	0.926	1522.31	1178.63
91	l	0.939	1323.6	1178.08
91	m	0.942	1281.92	1177.97
91	n	0.936	1368.05	1179.3
91	o	0.927	1505.59	1178.34
92	a	0.944	1255.2	1178.14
92	b	0.938	1337.86	1178.15
92	c	0.935	1383.56	1179.99
92	d	0.93	1457.57	1178.21
92	e	0.927	1506.46	1179.01
92	f	0.933	1411.4	1178.23
92	g	0.924	1556.1	1179.02
92	h	0.946	1229.2	1178.42
92	i	0.929	1473.23	1178.13
92	j	0.916	1696.11	1178.07
92	k	0.939	1323.82	1178.28
92	l	0.947	1215.94	1178.08
92	m	0.935	1381.04	1177.84
92	n	0.937	1353.65	1179.41
92	o	0.952	1178.36	1178.36
93	a	0.938	1337.81	1178.11
93	b	0.937	1351.91	1177.9
93	c	0.927	1507	1179.44
93	d	0.936	1366.79	1178.22
93	e	0.939	1324.53	1178.91
93	f	0.945	1242.22	1178.37
93	g	0.938	1338.48	1178.7
93	h	0.929	1472.97	1177.91
93	i	0.929	1473.23	1178.13
93	j	0.924	1554.68	1177.94
93	k	0.935	1381.56	1178.28
93	l	0.949	1190.56	1178.08
93	m	0.94	1309.95	1178.41
93	n	0.941	1297.16	1179.38
93	o	0.947	1216.05	1178.18
94	a	0.94	1309.61	1178.1
94	b	0.935	1380.88	1177.71
94	c	0.947	1217.14	1179.25
94	d	0.944	1255.35	1178.28
94	e	0.925	1538.87	1178.65
94	f	0.947	1216.18	1178.32
94	g	0.944	1255.73	1178.63
94	h	0.934	1396.47	1178.32
94	i	0.946	1228.93	1178.16
94	j	0.937	1352	1177.98
94	k	0.924	1555.31	1178.42
94	l	0.941	1295.73	1178.08
94	m	0.937	1352.3	1178.24
94	n	0.944	1255.6	1178.52
94	o	0.939	1323.66	1178.14
95	a	0.927	1505.46	1178.23
95	b	0.933	1411.43	1178.26
95	c	0.928	1489.87	1178.67
95	d	0.934	1396.21	1178.1
95	e	0.943	1268.86	1178.4
95	f	0.919	1641.76	1178.23
95	g	0.938	1338.35	1178.59
95	h	0.94	1310.77	1179.15
95	i	0.945	1241.99	1178.15
95	j	0.929	1473.33	1178.2
95	k	0.937	1352.54	1178.45
95	l	0.929	1473.18	1178.08
95	m	0.944	1254.85	1177.82
95	n	0.948	1202.93	1177.84
95	o	0.941	1295.88	1178.22
96	a	0.939	1323.82	1178.28
96	b	0.944	1255.54	1178.46
96	c	0.946	1229.59	1178.78
96	d	0.927	1505.17	1178.01
96	e	0.938	1338.51	1178.73
96	f	0.939	1323.65	1178.13
96	g	0.935	1382.14	1178.78
96	h	0.927	1506.74	1179.24
96	i	0.949	1190.61	1178.14
96	j	0.923	1572.17	1178.36
96	k	0.941	1296.12	1178.44
96	l	0.931	1441.84	1178.08
96	m	0.939	1323.49	1177.99
96	n	0.928	1489.27	1178.19
96	o	0.944	1255.33	1178.26
97	a	0.944	1255.33	1178.27
97	b	0.929	1473.12	1178.04
97	c	0.925	1539.37	1179.03
97	d	0.935	1381.21	1177.99
97	e	0.936	1368.02	1179.28
97	f	0.933	1411.32	1178.17
97	g	0.938	1338.76	1178.95
97	h	0.942	1283.22	1179.17
97	i	0.926	1521.68	1178.14
97	j	0.938	1337.89	1178.19
97	k	0.933	1411.62	1178.41
97	l	0.926	1521.61	1178.08
97	m	0.92	1623.78	1178.06
97	n	0.944	1256.12	1179
97	o	0.94	1309.74	1178.22
98	a	0.925	1538.37	1178.26
98	b	0.937	1351.6	1177.63
98	c	0.941	1297.02	1179.25
98	d	0.947	1216.07	1178.21
98	e	0.935	1382.03	1178.69
98	f	0.949	1190.71	1178.24
98	g	0.911	1792.86	1178.95
98	h	0.934	1396.94	1178.72
98	i	0.937	1352.16	1178.11
98	j	0.934	1395.75	1177.71
98	k	0.931	1442.03	1178.24
98	l	0.934	1396.19	1178.08
98	m	0.94	1310.21	1178.65
98	n	0.936	1367.96	1179.22
98	o	0.947	1216.01	1178.15
99	a	0.939	1323.7	1178.18
99	b	0.929	1472.64	1177.65
99	c	0.923	1573.89	1179.65
99	d	0.929	1473.33	1178.2
99	e	0.934	1396.88	1178.67
99	f	0.939	1323.91	1178.36
99	g	0.94	1310.15	1178.59
99	h	0.922	1589.28	1178.35
99	i	0.927	1505.31	1178.11
99	j	0.938	1337.29	1177.65
99	k	0.927	1505.33	1178.13
99	l	0.951	1178.08	1178.08
99	m	0.933	1412.19	1178.89
99	n	0.933	1411.69	1178.47
99	o	0.933	1411.27	1178.12
